Title,Quartile
International Journal of Technology in Education and Science,Q2
"International Journal of Technology, Knowledge and Society",Q3
"International Journal of Technology, Policy and Management",Q3
International Journal of Telemedicine and Applications,Q2
International Journal of Telerehabilitation,Q3
International Journal of Testing,Q1
International Journal of Theoretical Physics,Q3
International Journal of Theoretical and Applied Finance,Q3
"International Journal of Therapeutic Massage and Bodywork: Research, Education, and Practice",Q3
International Journal of Therapy and Rehabilitation,Q3
International Journal of Thermal Sciences,Q1
International Journal of Thermodynamics,Q3
International Journal of Thermofluids,Q1
International Journal of Thermophysics,Q2
International Journal of Thin Film Science and Technology,Q3
International Journal of Tourism Anthropology,Q2
International Journal of Tourism Cities,Q1
International Journal of Tourism Policy,Q4
International Journal of Tourism Research,Q1
International Journal of Toxicology,Q3
International Journal of Trade and Global Markets,Q4
International Journal of Training Research,Q2
International Journal of Training and Development,Q2
International Journal of Transgender Health,Q1
International Journal of Transitional Justice,Q1
International Journal of Translational Medicine,Q3
International Journal of Transpersonal Studies,Q2
International Journal of Transport Development and Integration,Q3
International Journal of Transport Economics,Q3
International Journal of Transportation Science and Technology,Q1
International Journal of Trichology,Q3
International Journal of Tropical Drylands,Q4
International Journal of Tropical Insect Science,Q3
International Journal of Tryptophan Research,Q2
International Journal of Tuberculosis and Lung Disease,Q2
International Journal of Turbo and Jet Engines,Q3
"International Journal of Turbomachinery, Propulsion and Power",Q2
International Journal of Ultra Wideband Communications and Systems,Q4
"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems",Q3
International Journal of Unconventional Computing,Q4
International Journal of Urban Sciences,Q1
International Journal of Urban Sustainable Development,Q1
International Journal of Urban and Regional Research,Q1
International Journal of Urological Nursing,Q4
International Journal of Urology,Q2
International Journal of Value Chain Management,Q4
International Journal of Vascular Medicine,Q3
International Journal of Vegetable Science,Q3
International Journal of Vehicle Autonomous Systems,Q4
International Journal of Vehicle Design,Q3
International Journal of Vehicle Information and Communication Systems,Q3
International Journal of Vehicle Noise and Vibration,Q4
International Journal of Vehicle Performance,Q2
International Journal of Vehicle Safety,Q4
International Journal of Vehicle Structures and Systems,Q4
International Journal of Vehicle Systems Modelling and Testing,Q4
International Journal of Ventilation,Q3
International Journal of Veterinary Science,Q2
International Journal of Veterinary Science and Medicine,Q1
International Journal of Virtual and Personal Learning Environments,Q3
International Journal of Visual Design,Q2
International Journal of Water,Q4
International Journal of Water Resources Development,Q1
"International Journal of Wavelets, Multiresolution and Information Processing",Q4
International Journal of Web Based Communities,Q3
International Journal of Web Engineering and Technology,Q4
International Journal of Web Information Systems,Q2
International Journal of Web Portals,Q4
International Journal of Web Services Research,Q3
International Journal of Web and Grid Services,Q3
International Journal of Web-Based Learning and Teaching Technologies,Q3
International Journal of Wellbeing,Q1
International Journal of Wildland Fire,Q1
International Journal of Wine Business Research,Q2
International Journal of Wireless Information Networks,Q2
International Journal of Wireless and Mobile Computing,Q4
International Journal of Women's Dermatology,Q2
International Journal of Women's Health,Q1
International Journal of Women's Health and Reproduction Sciences,Q3
International Journal of Wood Culture,Q3
International Journal of Work Innovation,Q2
International Journal of Work Organisation and Emotion,Q4
International Journal of Work-Integrated Learning,Q2
International Journal of Workplace Health Management,Q2
International Journal of Yoga Therapy,Q3
International Journal of Zoology,Q3
International Journal of e-Business Research,Q3
International Journal of eBusiness and eGovernment Studies,Q4
International Journal of the Analytic Hierarchy Process,Q4
International Journal of the Cardiovascular Academy,Q4
International Journal of the Classical Tradition,Q3
International Journal of the Commons,Q1
International Journal of the Economics of Business,Q2
International Journal of the History of Sport,Q1
International Journal of the Inclusive Museum,Q2
International Journal of the Legal Profession,Q3
International Journal of the Society of Materials Engineering for Resources,Q4
International Journal of the Sociology of Language,Q2
"International Journal on Advanced Science, Engineering and Information Technology",Q4
International Journal on Algae,Q4
International Journal on Artificial Intelligence Tools,Q3
"International Journal on Child Maltreatment: Research, Policy and Practice",Q2
International Journal on Communications Antenna and Propagation,Q4
International Journal on Consumer Law and Practice,Q4
International Journal on Digital Libraries,Q2
International Journal on Disability and Human Development,Q4
International Journal on Document Analysis and Recognition,Q3
"International Journal on E-Learning: Corporate, Government, Healthcare, and Higher Education",Q4
International Journal on Electrical Engineering and Informatics,Q4
International Journal on Energy Conversion,Q3
International Journal on Engineering Applications,Q3
International Journal on Food System Dynamics,Q3
International Journal on Informatics Visualization,Q3
International Journal on Interactive Design and Manufacturing,Q2
International Journal on Magnetic Particle Imaging,Q3
International Journal on Minority and Group Rights,Q3
International Journal on Semantic Web and Information Systems,Q2
International Journal on Smart Sensing and Intelligent Systems,Q3
International Journal on Software Tools for Technology Transfer,Q2
International Journal on Stereo and Immersive Media,Q3
International Journal on Technical and Physical Problems of Engineering,Q3
International Journals of e-Collaboration,Q4
International Labor and Working-Class History,Q3
International Labour Review,Q2
International Law Discourse in Southeast Asia,Q4
International Lawyer,Q4
International Marine Energy Journal,Q3
International Maritime Health,Q3
International Marketing Review,Q1
International Materials Reviews,Q1
International Mathematics Research Notices,Q1
International Medical Case Reports Journal,Q3
International Medical Education,Q2
International Microbiology,Q2
International Migration,Q1
International Migration Review,Q1
International Multilingual Research Journal,Q1
International Nano Letters,Q2
International Negotiation,Q2
International Neurourology Journal,Q2
International Nursing Review,Q1
International Ocean Discovery Program: Preliminary Reports,Q2
International Ophthalmology,Q2
International Ophthalmology Clinics,Q3
International Organisations Research Journal,Q2
International Organization,Q1
International Organizations Law Review,Q3
International Orthodontics,Q2
International Orthopaedics,Q1
International Peacekeeping,Q1
"International Perspectives in Psychology: Research, Practice, Consultation",Q3
International Philosophical Quarterly,Q3
International Planning Studies,Q2
International Political Anthropology,Q4
International Political Science Abstracts,Q1
International Political Science Review,Q1
International Political Sociology,Q1
International Politics,Q1
International Polymer Processing,Q3
International Psychogeriatrics,Q1
International Public History,Q2
International Public Management Journal,Q1
International Quarterly for Asian Studies,Q3
International Real Estate Review,Q4
International Regional Science Review,Q1
International Relations,Q1
International Relations of the Asia-Pacific,Q1
International Research Journal of Multidisciplinary Scope,Q4
International Research Journal of Multidisciplinary Technovation,Q3
International Research in Children's Literature,Q1
International Research in Geographical and Environmental Education,Q1
International Review for Spatial Planning and Sustainable Development,Q2
International Review for the Sociology of Sport,Q1
International Review of Administrative Sciences,Q1
International Review of Aerospace Engineering,Q3
International Review of Applied Economics,Q2
International Review of Applied Sciences and Engineering,Q3
International Review of Automatic Control,Q4
International Review of Civil Engineering,Q3
International Review of Economics,Q2
International Review of Economics Education,Q2
International Review of Economics and Finance,Q1
International Review of Education,Q2
International Review of Electrical Engineering,Q3
International Review of Environmental History,Q3
International Review of Environmental and Resource Economics,Q1
International Review of Finance,Q2
International Review of Financial Analysis,Q1
International Review of Hydrobiology,Q2
International Review of Law and Economics,Q2
"International Review of Law, Computers and Technology",Q1
International Review of Management and Marketing,Q4
International Review of Mechanical Engineering,Q4
International Review of Mission,Q2
International Review of Pragmatics,Q3
International Review of Psychiatry,Q1
International Review of Public Administration,Q2
International Review of Public Policy,Q2
International Review of Research in Open and Distributed Learning,Q1
"International Review of Retail, Distribution and Consumer Research",Q2
International Review of Social History,Q1
International Review of Social Psychology,Q2
International Review of Sociology,Q2
International Review of Sport and Exercise Psychology,Q1
International Review of Victimology,Q1
International Review of the Aesthetics and Sociology of Music,Q3
International Review of the Red Cross,Q1
International Review on Modelling and Simulations,Q4
International Review on Public and Nonprofit Marketing,Q2
International Reviews in Physical Chemistry,Q3
International Reviews of Immunology,Q1
International Security,Q1
International Shipbuilding Progress,Q3
International Small Business Journal: Researching Entrepreneurship,Q1
International Social Science Journal,Q2
International Social Security Review,Q2
International Social Work,Q1
International Sociology,Q2
International Soil and Water Conservation Research,Q1
International Spectator,Q1
International Sport Coaching Journal,Q1
International Sports Law Journal,Q2
International Sports Studies,Q4
International Statistical Review,Q1
International Studies,Q3
International Studies Perspectives,Q1
International Studies Quarterly,Q1
International Studies Review,Q1
International Studies in Catholic Education,Q2
International Studies in Sociology of Education,Q1
International Studies of Economics,Q3
International Studies of Management and Organization,Q2
International Surgery,Q4
"International Symposium on Inertial Sensors and Systems, ISISS",Q4
International Tax Studies,Q2
International Tax and Public Finance,Q2
International Theory,Q1
International Tinnitus Journal,Q4
International Trade Journal,Q3
International Trade Law and Regulation,Q4
International Transactions in Operational Research,Q1
International Transactions on Electrical Energy Systems,Q2
International Transfer Pricing Journal,Q3
International Urogynecology Journal,Q2
International Urology and Nephrology,Q2
International VAT Monitor,Q4
International Wood Products Journal,Q3
International Wound Journal,Q1
International and Comparative Law Quarterly,Q1
International and Comparative Law Review,Q4
International and Multidisciplinary Journal of Social Sciences,Q1
International journal for the Study of the Christian Church,Q4
Internationale Kirchliche Zeitschrift,Q4
Internationale Neerlandistiek,Q3
Internationale Politik,Q4
Internationales Archiv fuer Sozialgeschichte der Deutschen Literatur,Q3
Internet Archaeology,Q1
Internet Histories,Q1
Internet Interventions,Q1
Internet Journal of Restorative Justice,Q4
Internet Policy Review,Q1
Internet Pragmatics,Q1
Internet Reference Services Quarterly,Q1
Internet Research,Q1
Internet Technology Letters,Q3
Internet and Higher Education,Q1
Internet of Things,Q1
Internet of Things (The Netherlands),Q1
Internet of Things and Cyber-Physical Systems,Q1
Internetworking Indonesia Journal,Q4
Internistische Praxis,Q4
Interpersona,Q2
Interpretation,Q3
Interpretation- Journal of Bible and Theology,Q1
Interpreter and Translator Trainer,Q1
Interpreters Newsletter,Q2
Interpreting,Q1
Interpreting and Society,Q2
Interreligious Studies and Intercultural Theology,Q2
Intersecciones en Antropologia,Q2
Intersections (Australia),Q2
Intersections East European Journal of Society and Politics,Q3
Intersezioni,Q3
Interstices Journal of Architecture and Related Arts,Q4
Intertax,Q1
Intervencni a Akutni Kardiologie,Q4
Intervention,Q2
Intervention in School and Clinic,Q2
Interventional Cardiology Clinics,Q3
"Interventional Cardiology: Reviews, Research, Resources",Q2
Interventional Neuroradiology,Q2
Interventional Pain Medicine,Q3
Interventions,Q1
Intervirology,Q2
Intestinal Research,Q1
Intractable and Rare Diseases Research,Q2
Intrecci d'Arte,Q4
Intus-Legere Historia,Q2
Invasive Plant Science and Management,Q3
Invention Disclosure,Q3
Inventiones Mathematicae,Q1
Inventions,Q2
Inverse Problems,Q1
Inverse Problems and Imaging,Q2
Invertebrate Biology,Q3
Invertebrate Reproduction and Development,Q3
Invertebrate Survival Journal,Q4
Invertebrate Systematics,Q1
Invertebrate Zoology,Q2
Investigacion Bibliotecologica,Q3
Investigacion Clinica (Venezuela),Q4
Investigacion Economica,Q4
Investigacion Operacional,Q4
Investigacion en Educacion Medica,Q3
Investigacion y Educacion en Enfermeria,Q1
Investigaciones Geograficas,Q3
Investigaciones Historicas,Q2
Investigaciones Regionales,Q2
Investigaciones Turisticas,Q3
Investigaciones de Historia Economica,Q1
Investigaciones sobre Lectura,Q2
Investigacoes em Ensino de Ciencias,Q3
Investigational New Drugs,Q2
Investigations in Mathematics Learning,Q1
Investigative Magnetic Resonance Imaging,Q3
Investigative Ophthalmology and Visual Science,Q1
Investigative Radiology,Q1
Investigative and Clinical Urology,Q2
Investment Analysts Journal,Q2
Investment Management and Financial Innovations,Q2
Involve,Q3
Inzynieria Mineralna,Q4
Ionics,Q2
Iowa Law Review,Q1
Iowa Orthopedic Journal,Q3
Iperstoria,Q4
Iran,Q2
Iran Journal of Computer Science,Q3
Iran Occupational Health,Q4
Iran and the Caucasus,Q2
Iranian Biomedical Journal,Q3
"Iranian Conference on Electrical Engineering, ICEE",Q4
Iranian Economic Review,Q4
Iranian Endodontic Journal,Q2
Iranian Food Science and Technology Research Journal,Q4
Iranian Heart Journal,Q4
"Iranian Journal of Accounting, Auditing and Finance",Q4
Iranian Journal of Ageing,Q3
"Iranian Journal of Allergy, Asthma and Immunology",Q3
Iranian Journal of Animal Biosystematics,Q4
Iranian Journal of Applied Animal Science,Q4
Iranian Journal of Archaeological Studies,Q2
Iranian Journal of Basic Medical Sciences,Q2
Iranian Journal of Biotechnology,Q3
Iranian Journal of Blood and Cancer,Q3
Iranian Journal of Botany,Q3
Iranian Journal of Breast Diseases,Q4
Iranian Journal of Catalysis,Q3
Iranian Journal of Chemistry and Chemical Engineering,Q3
Iranian Journal of Child Neurology,Q3
Iranian Journal of Dermatology,Q4
Iranian Journal of Diabetes and Metabolism,Q4
Iranian Journal of Earth Sciences,Q3
Iranian Journal of Electrical and Electronic Engineering,Q4
Iranian Journal of Endocrinology and Metabolism,Q4
Iranian Journal of Epidemiology,Q4
Iranian Journal of Fisheries Sciences,Q3
Iranian Journal of Forest,Q4
Iranian Journal of Fuzzy Systems,Q3
Iranian Journal of Geophysics,Q4
Iranian Journal of Health Education and Health Promotion,Q3
Iranian Journal of Health Sciences,Q4
Iranian Journal of Health and Environment,Q4
Iranian Journal of Ichthyology,Q4
Iranian Journal of Immunology,Q3
Iranian Journal of Information Processing and Management,Q4
Iranian Journal of Kidney Diseases,Q3
Iranian Journal of Language Teaching Research,Q1
Iranian Journal of Materials Science and Engineering,Q4
Iranian Journal of Mathematical Chemistry,Q3
Iranian Journal of Mathematical Sciences and Informatics,Q4
Iranian Journal of Medical Ethics and History of Medicine,Q2
Iranian Journal of Medical Microbiology,Q4
Iranian Journal of Medical Physics,Q4
Iranian Journal of Medical Sciences,Q3
Iranian Journal of Medicinal and Aromatic Plants Research,Q4
Iranian Journal of Microbiology,Q3
Iranian Journal of Neonatology,Q4
Iranian Journal of Neurosurgery,Q4
Iranian Journal of Nuclear Medicine,Q4
Iranian Journal of Numerical Analysis and Optimization,Q3
Iranian Journal of Nursing and Midwifery Research,Q2
Iranian Journal of Nutrition Sciences and Food Technology,Q4
"Iranian Journal of Obstetrics, Gynecology and Infertility",Q4
Iranian Journal of Orthodontics,Q4
Iranian Journal of Otorhinolaryngology,Q3
Iranian Journal of Parasitology,Q3
Iranian Journal of Pathology,Q3
Iranian Journal of Pediatric Hematology and Oncology,Q4
Iranian Journal of Pediatrics,Q4
Iranian Journal of Pharmaceutical Research,Q3
Iranian Journal of Pharmaceutical Sciences,Q4
Iranian Journal of Physics Research,Q4
Iranian Journal of Plant Physiology,Q4
Iranian Journal of Polymer Science and Technology,Q4
Iranian Journal of Psychiatry,Q2
Iranian Journal of Psychiatry and Behavioral Sciences,Q3
Iranian Journal of Psychiatry and Clinical Psychology,Q4
Iranian Journal of Public Health,Q2
Iranian Journal of Radiology,Q4
Iranian Journal of Remote Sensing and GIS,Q4
Iranian Journal of Science,Q3
Iranian Journal of Science and Technology - Transactions of Civil Engineering,Q2
Iranian Journal of Science and Technology - Transactions of Electrical Engineering,Q3
Iranian Journal of Science and Technology - Transactions of Mechanical Engineering,Q3
"Iranian Journal of Science and Technology, Transaction A: Science",Q3
Iranian Journal of Toxicology,Q4
Iranian Journal of Veterinary Medicine,Q2
Iranian Journal of Veterinary Research,Q3
Iranian Journal of Veterinary Science and Technology,Q4
Iranian Journal of Veterinary Surgery,Q4
Iranian Journal of War and Public Health,Q4
Iranian Polymer Journal (English Edition),Q2
Iranian Rehabilitation Journal,Q3
Iranian South Medical Journal,Q4
Iranian Studies,Q1
Iranica Antiqua,Q2
Iraq,Q2
Iraqi Bulletin of Geology and Mining,Q4
Iraqi Geological Journal,Q3
Iraqi Journal for Computer Science and Mathematics,Q2
Iraqi Journal for Electrical and Electronic Engineering,Q3
Iraqi Journal of Applied Physics,Q4
Iraqi Journal of Architecture and Planning,Q3
"Iraqi Journal of Computers, Communications, Control and Systems Engineering",Q4
Iraqi Journal of Hematology,Q4
Iraqi Journal of Pharmaceutical Sciences,Q3
Iraqi Journal of Science,Q3
Iraqi Journal of Veterinary Medicine,Q3
Iraqi National Journal of Earth Science,Q3
Iride,Q4
Irish Economic and Social History,Q2
Irish Educational Studies,Q1
Irish Geography,Q4
Irish Historical Studies,Q3
Irish Journal of Agricultural and Food Research,Q3
Irish Journal of Earth Sciences,Q4
Irish Journal of Medical Science,Q2
Irish Journal of Occupational Therapy,Q3
Irish Journal of Psychological Medicine,Q1
Irish Journal of Sociology,Q2
Irish Judicial Studies Journal,Q4
Irish Jurist,Q4
Irish Medical Journal,Q4
Irish Political Studies,Q2
Irish Studies Review,Q2
Irish Studies in International Affairs,Q3
Irish Theological Quarterly,Q4
Irish University Review,Q4
Irish Veterinary Journal,Q1
Iron Steel Vanadium Titanium,Q4
Iron and Steel Technology,Q4
Ironmaking and Steelmaking,Q3
Irrigation Science,Q1
Irrigation and Drainage,Q2
Isegoria,Q2
Isi Bilimi Ve Teknigi Dergisi/ Journal of Thermal Science and Technology,Q4
Isidorianum,Q2
Isis,Q1
Islam - Zeitschrift fur Geschichte und Kultur des Islamischen Orients,Q2
Islam Arastirmalari Dergisi,Q4
Islam Tetkikleri Dergisi,Q2
Islam and Christian-Muslim Relations,Q1
Islamic Africa,Q3
Islamic Guidance and Counseling Journal,Q1
Islamic Law and Society,Q3
Islamic Quarterly,Q3
Islamic Studies,Q3
Island Arc,Q2
Island Studies Journal,Q1
Islas,Q3
Islets,Q2
Isogloss,Q2
Isokinetics and Exercise Science,Q3
Isonomia,Q3
Isotopes in Environmental and Health Studies,Q3
Israa University Journal of Applied Science,Q3
Israel Affairs,Q1
Israel Economic Review,Q4
Israel Exploration Journal,Q1
Israel Journal of Chemistry,Q2
Israel Journal of Ecology and Evolution,Q4
Israel Journal of Entomology,Q4
Israel Journal of Health Policy Research,Q2
Israel Journal of Mathematics,Q1
Israel Journal of Plant Sciences,Q4
Israel Journal of Veterinary Medicine,Q3
Israel Law Review,Q2
Israel Medical Association Journal,Q3
Israel Studies,Q2
Israel Studies Review,Q2
Israeli Journal of Aquaculture - Bamidgeh,Q3
"Issledovanie Zemli iz Kosmosa, (Earth Research from Space)",Q4
Issledovatel'skiy Zhurnal Russkogo Yazyka I Literatury,Q4
Issues and Studies,Q3
Issues in Accounting Education,Q2
Issues in Educational Research,Q2
Issues in Information Systems,Q4
Issues in Language Studies,Q3
Issues in Law and Medicine,Q4
Issues in Mental Health Nursing,Q2
Issues in Science and Technology,Q4
Issues in Science and Technology Librarianship,Q2
Istanbul Tip Fakultesi Dergisi,Q4
Istanbuler Mitteilungen,Q4
Istoricheski Pregled,Q2
Istorija 20 Veka,Q1
Istorijski Casopis,Q3
Istoriko-Filosofskii Ezhegodnik,Q3
Istoriya,Q1
Istoriya i Arkhivy,Q3
Istrazivanja Journal of Historical Researches,Q4
Italia Contemporanea,Q3
Italian Botanist,Q3
Italian Culture,Q3
Italian Economic Journal,Q2
Italian Journal of Agrometeorology,Q3
Italian Journal of Agronomy,Q2
Italian Journal of Anatomy and Embryology,Q4
Italian Journal of Animal Science,Q2
Italian Journal of Computational Linguistics,Q3
Italian Journal of Dermatology and Venereology,Q2
Italian Journal of Educational Technology,Q2
Italian Journal of Engineering Geology and Environment,Q3
Italian Journal of Food Safety,Q3
Italian Journal of Food Science,Q2
Italian Journal of Geosciences,Q2
Italian Journal of Gynaecology and Obstetrics,Q4
Italian Journal of Linguistics,Q3
Italian Journal of Marketing,Q2
Italian Journal of Medicine,Q4
Italian Journal of Mycology,Q4
Italian Journal of Pediatrics,Q1
Italian Journal of Planning Practice,Q4
Italian Journal of Pure and Applied Mathematics,Q4
Italian Journal of Sociology of Education,Q3
Italian Journal of Vascular and Endovascular Surgery,Q4
Italian Law Journal,Q4
Italian Review of Agricultural Economics,Q2
Italian Review of Legal History,Q4
Italian Sociological Review,Q3
Italian Studies,Q3
Italianist,Q3
Italianistica,Q4
Italica,Q4
Italienisch,Q4
Italus Hortus,Q3
Itamar,Q3
Itinera,Q3
Itineraria,Q4
Itinerario,Q1
Itinerarios,Q2
Ius Canonicum,Q1
Ius Ecclesiae,Q2
Ius et Praxis,Q2
Ius et Veritas,Q3
Izquierdas,Q2
Izvestiya Ferrous Metallurgy,Q3
Izvestiya Instituta Matematiki i Informatiki Udmurtskogo Gosudarstvennogo Universiteta,Q3
Izvestiya Mathematics,Q2
Izvestiya RAN. Seriya Literatury i Yazyka,Q3
Izvestiya Rossiiskoi Akademii Nauk. Seriya Geograficheskaya,Q2
Izvestiya Vuzov. Poroshkovaya Metallurgiya i Funktsional'nye Pokrytiya,Q4
Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika,Q3
"Izvestiya Wysshikh Uchebnykh Zawedeniy, Yadernaya Energetika",Q3
Izvestiya of Saratov University. Mathematics. Mechanics. Informatics,Q3
Izvestiya of Saratov University. Physics,Q4
"Izvestiya, Atmospheric and Oceanic Physics",Q3
"Izvestiya, Physics of the Solid Earth",Q3
J-Reading,Q4
J19,Q3
JA Clinical Reports,Q3
JAACAP Open,Q1
JAAD Case Reports,Q3
JAAD International,Q2
JAAD Reviews,Q3
JAC-Antimicrobial Resistance,Q1
JACC: Advances,Q1
JACC: Asia,Q1
JACC: Basic to Translational Science,Q1
JACC: CardioOncology,Q1
JACC: Cardiovascular Imaging,Q1
JACC: Cardiovascular Interventions,Q1
JACC: Case Reports,Q3
JACC: Clinical Electrophysiology,Q1
JACC: Heart Failure,Q1
JACCP Journal of the American College of Clinical Pharmacy,Q2
JACEP Open,Q2
JACS Au,Q1
JADA Foundational Science,Q3
JALT CALL Journal,Q2
JALT Journal,Q3
JAMA,Q1
JAMA Cardiology,Q1
JAMA Dermatology,Q1
JAMA Health Forum,Q1
JAMA Internal Medicine,Q1
JAMA Network Open,Q1
JAMA Neurology,Q1
JAMA Oncology,Q1
JAMA Ophthalmology,Q1
JAMA Otolaryngology - Head and Neck Surgery,Q1
JAMA Pediatrics,Q1
JAMA Psychiatry,Q1
JAMA Surgery,Q1
JAMIA Open,Q1
JAMMI,Q3
"JAOCS, Journal of the American Oil Chemists' Society",Q2
JARO - Journal of the Association for Research in Otolaryngology,Q2
JASA Express Letters,Q1
JASSS,Q1
JAVA - Journal of the Association for Vascular Access,Q4
JBI Evidence Implementation,Q2
JBI Evidence Synthesis,Q1
JBIS - Journal of the British Interplanetary Society,Q3
JBJS Case Connector,Q4
JBJS Essential Surgical Techniques,Q2
JBJS Open Access,Q1
JBJS Reviews,Q1
JBMR Plus,Q1
JCEM Case Reports,Q4
JCI Insight,Q1
JCIS Open,Q2
JCO Clinical Cancer Informatics,Q1
JCO Global Oncology,Q1
JCO Oncology Practice,Q1
JCO Precision Oncology,Q1
JCPP Advances,Q1
JCRPE Journal of Clinical Research in Pediatric Endocrinology,Q2
JCRS Online Case Reports,Q4
JDDG - Journal of the German Society of Dermatology,Q2
JDR Clinical and Translational Research,Q1
JDS Communications,Q2
JEADV Clinical Practice,Q3
JETP Letters,Q3
JFE Technical Report,Q4
JFO Open Ophthalmology,Q3
JGH Open,Q2
JHEP Reports,Q1
JHLT Open,Q3
JID Innovations,Q1
JK Practitioner,Q4
JK Science,Q4
JLIS.it,Q2
JMIR AI,Q1
JMIR Aging,Q1
JMIR Bioinformatics and Biotechnology,Q2
JMIR Biomedical Engineering,Q2
JMIR Cancer,Q2
JMIR Cardio,Q2
JMIR Dermatology,Q2
JMIR Diabetes,Q1
JMIR Formative Research,Q2
JMIR Human Factors,Q1
JMIR Infodemiology,Q2
JMIR Medical Education,Q1
JMIR Medical Informatics,Q1
JMIR Mental Health,Q1
JMIR Neurotechnology,Q3
JMIR Nursing,Q1
JMIR Pediatrics and Parenting,Q2
JMIR Perioperative Medicine,Q2
JMIR Public Health and Surveillance,Q1
JMIR Rehabilitation and Assistive Technologies,Q1
JMIR Research Protocols,Q2
JMIR Serious Games,Q1
JMIR XR and Spatial Computing,Q3
JMIR mHealth and uHealth,Q1
JMM International Journal on Media Management,Q2
JMS - Journal of Medical Society,Q4
JMV-Journal de Medecine Vasculaire,Q3
JNCCN Journal of the National Comprehensive Cancer Network,Q1
JNCI Cancer Spectrum,Q1
JNT-Journal of Narrative Theory,Q3
"JOGNN - Journal of Obstetric, Gynecologic, and Neonatal Nursing",Q2
JOM,Q2
JOR Spine,Q1
JP Journal of Geometry and Topology,Q4
JP Journal of Heat and Mass Transfer,Q4
JPRAS Open,Q2
JPhys Energy,Q1
JPhys Materials,Q1
JPhys Photonics,Q1
JRAAS - Journal of the Renin-Angiotensin-Aldosterone System,Q1
JSAMS Plus,Q3
JSES International,Q2
"JSES Reviews, Reports, and Techniques",Q2
JSFA reports,Q3
JTCVS Open,Q2
JTCVS Techniques,Q3
JTO Clinical and Research Reports,Q1
JUS Rivista di Scienze Giuridiche,Q4
JVC/Journal of Vibration and Control,Q2
JVS-Vascular Insights,Q3
JVS-Vascular Science,Q2
Jaen Journal on Approximation,Q4
Jahr,Q4
Jahrbuch fuer Geschichte Lateinamerikas/Anuario de Historia de America Latina,Q4
Jahrbuch fur Wirtschaftsgeschichte,Q2
Jahrbucher fur Nationalokonomie und Statistik,Q1
Jahrbuecher fuer Geschichte Osteuropas,Q3
Jahresbericht der Deutschen Mathematiker-Vereinigung,Q3
Jamba: Journal of Disaster Risk Studies,Q2
Jambe Law Journal,Q2
Jambura Journal of Biomathematics,Q3
Jambura Law Review,Q2
James Baldwin Review,Q2
James Joyce Quarterly,Q4
Janus. Estudios Sobre El Siglo De Oro,Q4
Janus.net,Q4
Japan Agricultural Research Quarterly,Q4
Japan Architectural Review,Q3
Japan Forum,Q3
Japan Journal of Food Engineering,Q4
Japan Journal of Industrial and Applied Mathematics,Q3
Japan Journal of Logopedics and Phoniatrics,Q4
Japan Journal of Nursing Science,Q2
Japan Review,Q4
Japan and the World Economy,Q1
Japanese Dental Science Review,Q1
Japanese Economic Review,Q2
Japanese Journal of Allergology,Q4
Japanese Journal of Applied Entomology and Zoology,Q4
Japanese Journal of Applied Physics,Q3
Japanese Journal of Cancer and Chemotherapy,Q4
Japanese Journal of Chemotherapy,Q4
Japanese Journal of Clinical Oncology,Q2
Japanese Journal of Clinical Ophthalmology,Q4
Japanese Journal of Clinical Pharmacology and Therapeutics,Q4
Japanese Journal of Clinical Urology,Q4
Japanese Journal of Crop Science,Q4
Japanese Journal of Ecology,Q4
Japanese Journal of Educational Psychology,Q4
Japanese Journal of Gastroenterological Surgery,Q4
Japanese Journal of Geriatrics,Q4
Japanese Journal of Head and Neck Cancer,Q4
Japanese Journal of Health Physics,Q4
Japanese Journal of Human Geography,Q4
Japanese Journal of Hygiene,Q4
Japanese Journal of Infectious Diseases,Q3
Japanese Journal of Leprosy,Q4
Japanese Journal of Limnology,Q4
Japanese Journal of Lung Cancer,Q4
Japanese Journal of Mathematics,Q1
Japanese Journal of Neurosurgery,Q4
Japanese Journal of Ophthalmology,Q2
Japanese Journal of Physical Fitness and Sports Medicine,Q4
Japanese Journal of Political Science,Q2
Japanese Journal of Radiology,Q1
Japanese Journal of Religious Studies,Q4
Japanese Journal of Sociology,Q3
Japanese Journal of Southeast Asian Studies,Q4
Japanese Journal of Statistics and Data Science,Q3
Japanese Journal of Urology,Q4
Japanese Journal of Veterinary Research,Q3
Japanese Magazine of Mineralogical and Petrological Sciences,Q4
Japanese Pharmacology and Therapeutics,Q4
Japanese Political Economy,Q3
Japanese Psychological Research,Q3
Japanese Railway Engineering,Q4
Japanese Studies,Q2
Javnost,Q1
Jazykovedny Casopis,Q3
Jazz Education in Research and Practice,Q4
Jazz Perspectives,Q1
Jazz Research Journal,Q4
Jeoloji Muhendisligi Dergisi,Q4
Jerusalem Journal of Archaeology,Q1
Jerusalem Review of Legal Studies,Q4
Jerusalem Studies in Arabic and Islam,Q3
"Jeunesse: Young People, Texts, Cultures",Q3
Jewish Culture and History,Q4
Jewish Film and New Media,Q2
Jewish History,Q4
Jewish Quarterly Review,Q2
Jewish Social Studies,Q2
Jezik in Slovstvo,Q2
Jezikoslovlje,Q3
Jezikoslovni Zapiski,Q3
Jezyk Polski,Q2
